dimension,model,template_id,persona_id,repeat_idx,brand,rank,sentiment,attributes,is_target,is_competitor
rec,haiku,rec_3,10,1,Maurice Sendak,3,1.0,"[""absolutely foundational"", ""command premium prices""]",f,f
rec,haiku,rec_3,10,1,Adam Rubin,4,0.9,"[""contemporary cult classic"", ""humor appeals across ages""]",f,f
rec,haiku,rec_3,10,1,Kate DiCamillo,5,0.9,"[""award-winning"", ""emotionally resonant""]",f,f
rec,haiku,rec_3,10,1,Laura Numeroff,6,0.9,"[""gorgeous illustrations"", ""extremely durable collecting piece"", ""anniversary editions""]",f,f
rec,haiku,rec_3,10,1,Oliver Jeffers,7,0.85,"[""modern illustrator"", ""future value potential""]",f,f
rec,haiku,rec_3,10,1,Jon Klassen,8,0.85,"[""modern illustrator"", ""future value potential""]",f,f
rec,haiku,rec_3,10,1,Carson Ellis,9,0.85,"[""modern illustrator"", ""future value potential""]",f,f
rec,haiku,rec_3,10,1,Chris Biggs,10,0.8,"[""stunning illustrated editions""]",f,f
rec,haiku,rec_3,10,1,Felicia Bond,11,0.8,"[""gorgeous illustrations""]",f,f
rec,haiku,rec_3,10,1,Andy Greenwald,12,0.8,"[""vibrant beautiful illustrations""]",f,f
rec,opus,rec_1,8,2,Viking,1,1.0,"[""prints beautifully"", ""well-made"", ""great value"", ""best paper quality in the mid-range""]",f,f
rec,opus,rec_1,8,2,HarperCollins,2,1.0,"[""rich saturated printing"", ""sturdy binding"", ""thick matte pages"", ""holds up well to repeated reading""]",f,f
rec,opus,rec_1,8,2,Penguin,3,1.0,"[""nice heavyweight paper"", ""best paper quality in the mid-range""]",f,f
rec,opus,rec_1,8,2,Candlewick,4,1.0,"[""best paper quality in the mid-range""]",f,f
rec,opus,rec_1,8,2,Chronicle,5,1.0,"[""best paper quality in the mid-range""]",f,f
rec,opus,rec_1,8,2,World of Eric Carle,6,1.0,"[""excellent color reproduction of tissue-paper collages""]",f,f
rec,opus,rec_2,9,0,Bill Martin Jr.,1,0.95,"[""top-pick"", ""repetitive"", ""predictable"", ""indestructible""]",f,f
rec,opus,rec_2,9,0,Half Price Books,2,0.95,"[""gold-mines"", ""used-books"", ""affordable""]",f,f
rec,opus,rec_2,9,0,ThriftBooks.com,2,0.95,"[""gold-mines"", ""used-books"", ""online""]",f,f
rec,opus,rec_2,9,0,Margaret Wise Brown,3,0.85,"[""soothing"", ""rhythmic"", ""memorizable""]",f,f
rec,opus,rec_2,9,0,Eric Carle,4,0.85,"[""colorful"", ""interactive"", ""educational""]",f,f
rec,opus,rec_2,9,0,Hervé Tullet,5,0.9,"[""magical"", ""interactive""]",f,f
rec,opus,rec_2,9,0,B.J. Novak,6,0.85,"[""entertaining"", ""silly""]",f,f
rec,opus,rec_2,9,0,Mo Willems,7,0.85,"[""interactive"", ""engaging""]",f,f
rec,opus,rec_2,9,0,Maurice Sendak,8,0.8,"[""timeless""]",f,f
rec,opus,rec_2,9,0,Dollar Tree,9,0.7,"[""affordable"", ""budget-friendly""]",f,f
rec,opus,rec_2,9,0,Goodwill,10,0.8,"[""budget-friendly"", ""used-books""]",f,f
rec,opus,rec_2,9,0,Facebook,11,0.65,"[""community-based"", ""local""]",f,f
rec,sonnet,rec_3,6,1,Enchanted Lion Books,1,0.95,"[""small independent press"", ""imports genuinely literary picture books"", ""printed in Europe"", ""high standards"", ""sewn bindings"", ""quality stock"", ""catalog depth""]",f,f
rec,sonnet,rec_3,6,1,Floris Books,2,0.95,"[""ethical commitments"", ""environmental commitments"", ""FSC-certified paper standard"", ""specializes in Elsa Beskow"", ""Waldorf-adjacent nature titles"", ""exceptional physical durability""]",f,f
rec,sonnet,rec_3,6,1,Phaidon Press,3,0.9,"[""museum-quality production"", ""heavy paper stock"", ""archival binding"", ""art-focused children's books""]",f,f
rec,sonnet,rec_3,6,1,Tundra Books,4,0.9,"[""strong sustainability commitments"", ""FSC-certified standard"", ""diverse contemporary voices"", ""lasting literary merit""]",f,f
rec,sonnet,rec_3,6,1,Groundwood Books,5,0.9,"[""strong sustainability commitments"", ""FSC-certified standard"", ""diverse contemporary voices"", ""lasting literary merit""]",f,f
versus,haiku,versus_where_the_wild_things_are,9,0,The Very Hungry Caterpillar,1,0.95,"[""simple and repetitive story"", ""bright and colorful illustrations"", ""interactive die-cut holes"", ""sturdy board book"", ""toddler-proof"", ""engaging without overstimulation"", ""short reading time"", ""captivates young children"", ""tactile elements"", ""age-appropriate for 2-year-olds""]",t,f
versus,haiku,versus_where_the_wild_things_are,9,0,Where the Wild Things Are,2,0.55,"[""wonderful"", ""complex story"", ""emotionally nuanced"", ""requires sustained attention"", ""potentially scary for toddlers"", ""beautiful illustrations"", ""less interactive"", ""better suited for ages 3-4+""]",f,t
rec,sonnet,rec_1,9,1,Eric Carle,1,1.0,"[""bright"", ""tactile"", ""educational""]",f,f
rec,sonnet,rec_1,9,1,Margaret Wise Brown,2,1.0,"[""calm"", ""rhythmic"", ""bedtime staple""]",f,f
rec,sonnet,rec_1,9,1,Bill Martin Jr.,3,1.0,"[""repetitive"", ""engaging""]",f,f
rec,sonnet,rec_1,9,1,Karma Wilson,4,1.0,"[""cozy"", ""rhyming""]",f,f
rec,sonnet,rec_1,9,1,Hervé Tullet,5,1.0,"[""interactive"", ""visually stunning""]",f,f
rec,sonnet,rec_1,9,1,Adam Rubin,6,1.0,"[""humorous"", ""engaging for kids and adults""]",f,f
rec,sonnet,rec_1,9,1,Anna Dewdney,7,1.0,"[""emotionally resonant"", ""addresses separation anxiety"", ""sweet""]",f,f
rec,sonnet,rec_1,9,1,Drew Daywalt,8,1.0,"[""humorous illustrations"", ""great for older toddlers""]",f,f
rec,sonnet,rec_1,9,1,Pete the Cat,9,1.0,"[""cool art style"", ""catchy"", ""rereadable""]",f,f
rec,sonnet,rec_1,9,1,ThriftBooks,,0.6,"[""affordable"", ""good condition books""]",f,f
rec,sonnet,rec_1,9,1,AbeBooks,,0.6,"[""affordable"", ""good condition books""]",f,f
rec,sonnet,rec_1,9,1,Target,,0.6,"[""affordable"", ""convenient"", ""dollar spot""]",f,f
rec,sonnet,rec_1,9,1,Dollar Tree,,0.6,"[""affordable"", ""accessible""]",f,f
rec,sonnet,rec_1,9,1,Amazon,,0.6,"[""convenient"", ""used option available""]",f,f
rec,sonnet,rec_1,6,0,Candlewick Press,1,0.9,"[""FSC-certified stock"", ""well-sewn bindings"", ""US arm of Walker Books""]",f,f
rec,sonnet,rec_1,6,0,Greystone Kids,2,0.9,"[""Canadian independent"", ""FSC-certified"", ""high production standards""]",f,f
rec,sonnet,rec_1,6,0,Chronicle Books,3,0.8,"[""strong sustainability commitments"", ""art-forward production""]",f,f
rec,sonnet,rec_1,6,0,Enchanted Lion Books,4,0.95,"[""small New York press"", ""FSC-certified"", ""European aesthetic sensibility"", ""extraordinary taste"", ""imports and translates European picture books"", ""curated selection""]",f,f
rec,sonnet,rec_1,6,0,NorthSouth Books,5,0.85,"[""Swiss-American publisher"", ""printed in Germany/Belgium"", ""high production values"", ""old master aesthetic""]",f,f
rec,sonnet,rec_1,6,0,Flying Eye Books / Nobrow,6,0.8,"[""London-based"", ""uses FSC paper"", ""bold visual design choices"", ""distinctive art direction""]",f,f
rec,sonnet,rec_1,6,0,Beach Lane/S&S,7,0.7,[],f,f
rec,sonnet,rec_1,6,0,Clarion/HMH,8,0.75,[],f,f
rec,sonnet,rec_1,6,0,Philomel,9,0.7,[],f,f
rec,sonnet,rec_3,6,0,Enchanted Lion Books,1,0.9,"[""beautifully made"", ""quality paper stock"", ""attention to typography"", ""small press"", ""translated European originals""]",f,f
rec,sonnet,rec_3,6,0,Candlewick Press,2,0.85,"[""B Corp certified"", ""FSC paper standard"", ""carbon-offset printing""]",f,f
rec,sonnet,rec_3,6,0,NYRB Children's Collection,3,0.85,"[""reproduces overlooked classics"", ""high production quality"", ""attention to original art""]",f,f
rec,sonnet,rec_3,6,0,Phaidon,4,0.8,"[""art-forward production"", ""heavy paper stock"", ""sewn bindings""]",f,f
rec,sonnet,rec_3,6,0,HarperCollins,,0.7,"[""produces authoritative editions""]",f,f
rec,sonnet,rec_3,6,0,Usborne,,-0.1,"[""publishes art reference materials""]",f,f
rec,haiku,rec_1,5,2,Margaret Wise Brown,1,1.0,"[""short"", ""rhythmic"", ""calming"", ""extremely durable"", ""board book""]",f,f
rec,haiku,rec_1,5,2,Eric Carle,2,1.0,"[""sturdy"", ""bright colors"", ""tactile"", ""board book""]",f,f
rec,haiku,rec_1,5,2,Bill Martin Jr.,3,1.0,"[""repetitive"", ""engaging"", ""tough board editions""]",f,f
rec,haiku,rec_1,5,2,Rod Campbell,4,1.0,"[""lift-the-flap"", ""durable"", ""fun""]",f,f
rec,haiku,rec_1,5,2,Maurice Sendak,5,1.0,"[""timeless"", ""board book edition available""]",f,f
rec,haiku,rec_1,5,2,Shel Silverstein,6,1.0,"[""timeless"", ""sturdy""]",f,f
rec,haiku,rec_1,5,2,Robert McCloskey,7,1.0,"[""beautiful illustrations"", ""reads aloud wonderfully""]",f,f
rec,haiku,rec_1,5,2,Don Freeman,8,1.0,"[""touching story"", ""board book available""]",f,f
rec,haiku,rec_1,5,2,Esphyr Slobodkina,9,1.0,"[""engaging"", ""repetitive""]",f,f
rec,haiku,rec_1,5,2,Ezra Jack Keats,10,1.0,"[""simple"", ""beautiful"", ""soothing for bedtime""]",f,f
rec,sonnet,rec_1,6,2,Candlewick Press,1,1.0,"[""FSC-certified paper"", ""high-quality printing"", ""reliably excellent production quality"", ""sewn bindings""]",f,f
rec,sonnet,rec_1,6,2,Chronicle Books,2,1.0,"[""FSC-certified paper"", ""high-quality printing"", ""excellent paper quality"", ""excellent production values""]",f,f
rec,sonnet,rec_1,6,2,Enchanted Lion Books,3,1.0,"[""FSC-certified paper"", ""high-quality printing"", ""small Brooklyn press"", ""treats every book as an art object"", ""sewn bindings""]",f,f
rec,sonnet,rec_1,6,2,Harry N. Abrams,4,1.0,"[""known for superb print quality""]",f,f
rec,sonnet,rec_1,6,2,Tundra Books,5,1.0,"[""FSC-certified paper"", ""high-quality printing""]",f,f
rec,sonnet,rec_1,6,2,Prestel,6,1.0,"[""FSC-certified paper"", ""high-quality printing""]",f,f
rec,sonnet,rec_1,6,2,Viking,7,0.85,"[""handsomely produced""]",f,f
rec,sonnet,rec_1,6,2,Powell's,8,0.8,"[""independent bookshop"", ""beautiful wrapping"", ""can order specific editions""]",f,f
rec,sonnet,rec_1,6,2,Bookshop.org,9,0.8,"[""independent bookshop"", ""beautiful wrapping"", ""can order specific editions""]",f,f
rec,sonnet,rec_1,6,2,Dial Books,,0.0,[],f,f
rec,sonnet,rec_1,6,2,Feiwel & Friends,,0.0,[],f,f
rec,sonnet,rec_1,6,2,Clarion Books,,0.0,[],f,f
rec,sonnet,rec_1,6,2,"Farrar, Straus and Giroux",,0.0,[],f,f
rec,sonnet,rec_1,6,2,Schwartz & Wade,,0.0,[],f,f
rec,sonnet,rec_1,6,2,HarperCollins,,0.0,[],f,f
rec,opus,rec_3,6,2,Enchanted Lion Books,1,1.0,"[""small"", ""independent"", ""exceptional physical quality"", ""curated translations"", ""archival paper"", ""ages beautifully""]",f,f
rec,opus,rec_3,6,2,Candlewick Press,2,0.95,"[""FSC-certified"", ""employee-owned"", ""sustainability-minded"", ""beautifully bound""]",f,f
rec,opus,rec_3,6,2,Frederick Warne,3,0.95,"[""traditional cloth bindings"", ""exquisite"", ""durable"", ""authorized editions""]",f,f
rec,opus,rec_3,6,2,Flying Eye Books,4,0.9,"[""beautiful production"", ""FSC-certified""]",f,f
rec,opus,rec_3,6,2,Nobrook,5,0.9,"[""beautiful production"", ""FSC-certified""]",f,f
rec,opus,rec_3,6,2,Hamish Hamilton,6,0.92,"[""heirloom-grade production"", ""oversewn""]",f,f
rec,opus,rec_3,6,2,Anansi,7,0.92,"[""heirloom-grade production"", ""oversewn""]",f,f
rec,opus,rec_3,6,2,Chronicle Books,8,0.88,"[""FSC-certified paper"", ""stunning""]",f,f
rec,opus,rec_3,6,2,HarperCollins,9,0.85,"[""sewn-bound"", ""heavy stock"", ""sturdy""]",f,f
rec,opus,rec_3,6,2,"Little, Brown",10,0.85,"[""beautifully produced""]",f,f
rec,opus,rec_3,6,2,Viking,11,0.85,"[""well-made"", ""FSC-certified paper""]",f,f
rec,opus,rec_3,6,2,Keats Foundation,12,0.82,"[""handsome editions""]",f,f
rec,opus,rec_3,6,2,Penguin Random House,13,0.8,"[""hardcover""]",f,f
rec,opus,rec_3,6,2,Penguin,14,0.8,"[""hardcover""]",f,f
rec,opus,rec_3,6,2,Macmillan,15,0.8,"[""solidly made""]",f,f
rec,opus,rec_3,6,2,Putnam,16,0.75,"[""hardcover""]",f,f
rec,haiku,rec_3,10,0,The Day the Crayons Quit,1,0.95,"[""classic"", ""must-own"", ""signed editions"", ""sought-after""]",f,f
rec,haiku,rec_3,10,0,Dragons Love Tacos,2,0.95,"[""classic"", ""early signed copies"", ""must-own"", ""premium""]",f,f
rec,haiku,rec_3,10,0,Pete the Cat,3,0.95,"[""classic"", ""hardcover"", ""must-own"", ""original"", ""signed""]",f,f
rec,haiku,rec_3,10,0,The Tale of Despereaux,4,0.85,"[""illustrated"", ""literary"", ""signed""]",f,f
rec,haiku,rec_3,10,0,Where the Wild Things Are,5,0.85,"[""anniversary edition"", ""literary"", ""signed""]",f,t
rec,haiku,rec_3,10,0,Charlotte's Web,6,0.85,"[""deluxe"", ""illustrated"", ""literary""]",f,f
rec,haiku,rec_3,10,0,Caldecott Medal,7,0.85,"[""award-winning"", ""illustrated"", ""limited edition"", ""prestige"", ""slipcase""]",f,f
rec,haiku,rec_3,10,0,Guess How Much I Love You,8,0.85,"[""gift edition"", ""prestige"", ""special edition""]",f,f
rec,haiku,rec_3,10,0,The Giving Tree,9,0.85,"[""original"", ""prestige""]",f,f
rec,haiku,rec_3,10,0,Corduroy,10,0.85,"[""anniversary edition"", ""hardcover"", ""prestige""]",f,f
rec,haiku,rec_3,10,0,The Paper Dolls,11,0.75,"[""contemporary"", ""investment-grade""]",f,f
rec,haiku,rec_3,10,0,Stick Man,12,0.75,"[""contemporary"", ""investment-grade"", ""signed""]",f,f
rec,haiku,rec_3,10,0,Chris Van Allsburg,13,0.75,"[""contemporary"", ""investment-grade"", ""limited printings"", ""signed""]",f,f
rec,opus,rec_3,10,1,Maurice Sendak,1,1.0,"[""crown jewel"", ""scarce"", ""prestigious"", ""highest priority collectible""]",f,f
rec,opus,rec_3,10,1,Eric Carle,2,0.8,"[""rare signed copies"", ""Japanese first edition"", ""challenging to authenticate""]",f,f
rec,opus,rec_3,10,1,Chris Van Allsburg,3,0.95,"[""Caldecott winner"", ""beautifully designed"", ""prestigious"", ""sleeper collectibles""]",f,f
rec,opus,rec_3,10,1,Shaun Tan,4,0.95,"[""wordless masterpiece"", ""deluxe editions available"", ""artistic merit""]",f,f
rec,opus,rec_3,10,1,Folio Society,5,0.9,"[""prestige"", ""classic illustrated works"", ""beautifully designed"", ""special format editions""]",f,f
rec,opus,rec_3,10,1,Brian Selznick,6,0.85,"[""designed as art objects"", ""beautifully designed"", ""artistic merit""]",f,f
rec,opus,rec_3,10,1,Oliver Jeffers,7,0.85,"[""frequently signs at events"", ""accessible"", ""actively marketed""]",f,f
rec,opus,rec_3,10,1,Mo Willems,8,0.85,"[""climbing in value"", ""investment potential"", ""series collectible""]",f,f
rec,opus,rec_3,10,1,Jon Klassen,9,0.85,"[""accessible signed copies"", ""appreciating in value"", ""trilogy collectible""]",f,f
rec,opus,rec_3,10,1,Matt de la Peña,10,0.8,"[""Caldecott winner"", ""contemporary""]",f,f
rec,opus,rec_3,10,1,Christian Robinson,11,0.8,"[""Caldecott winner"", ""illustrator""]",f,f
rec,opus,rec_3,10,1,Philip Stead,12,0.8,"[""Caldecott winner"", ""co-creator""]",f,f
rec,opus,rec_3,10,1,Erin Stead,13,0.8,"[""Caldecott winner"", ""co-creator""]",f,f
rec,opus,rec_3,10,1,Sophie Blackall,14,0.8,"[""Caldecott winner"", ""illustrator""]",f,f
rec,opus,rec_3,10,1,Andrea Wang,15,0.8,"[""Caldecott winner"", ""author""]",f,f
rec,opus,rec_3,10,1,Jason Chin,16,0.8,"[""Caldecott winner"", ""illustrator""]",f,f
rec,opus,rec_3,10,1,Jerry Pinkney,17,0.85,"[""Caldecott winner"", ""wordless"", ""underrated"", ""good value""]",f,f
rec,opus,rec_3,10,1,David Wiesner,18,0.85,"[""three-time Caldecott winner"", ""wordless"", ""underrated"", ""good value""]",f,f
rec,opus,rec_3,10,1,Beatrice Alemagna,19,0.8,"[""European editions"", ""original language editions""]",f,f
rec,opus,rec_3,10,1,Jon Agee,20,0.8,"[""underrated"", ""good value""]",f,f
rec,opus,rec_3,10,1,Heritage Auctions,,0.8,"[""reputable dealer"", ""auction house""]",f,f
rec,opus,rec_3,10,1,Peter Harrington,,0.8,"[""reputable dealer"", ""rare books specialist""]",f,f
rec,opus,rec_3,10,1,Aleph-Bet Books,,0.85,"[""specializes in children's books"", ""reputable dealer""]",f,f
rec,opus,rec_3,10,1,Books of Wonder,,0.85,"[""hosts signings"", ""independent bookstore"", ""NYC location""]",f,f
rec,opus,rec_3,10,1,Once Upon a Time,,0.85,"[""hosts signings"", ""independent bookstore"", ""LA location""]",f,f
rec,opus,rec_3,10,1,ABAA,,0.8,"[""credentialing organization"", ""quality criterion for dealers""]",f,f
rec,haiku,rec_3,6,1,Macmillan,,1.0,"[""quality publisher"", ""library-quality hardcover editions""]",f,f
rec,haiku,rec_3,6,1,Candlewick Press,,1.0,"[""quality publisher"", ""library-quality hardcover editions""]",f,f
rec,haiku,rec_3,6,1,Walker Books,,1.0,"[""quality publisher"", ""library-quality hardcover editions""]",f,f
rec,opus,rec_1,7,1,Oxfam Books,1,0.95,"[""best children's selections""]",f,f
rec,opus,rec_1,7,1,Barnardo's,1,0.95,"[""best children's selections""]",f,f
rec,opus,rec_1,7,1,British Heart Foundation,1,0.95,"[""best children's selections""]",f,f
rec,opus,rec_1,7,1,National Trust,2,0.8,"[""budget bundles"", ""3 for £1 deals""]",f,f
rec,opus,rec_1,7,1,The Works,3,0.9,"[""newer hardbacks"", ""affordable pricing""]",f,f
rec,opus,rec_2,10,2,Caldecott Medal,1,1.0,"[""award-winning"", ""canonical"", ""American standard""]",f,f
rec,opus,rec_2,10,2,Kate Greenaway Medal,2,1.0,"[""award-winning"", ""prestigious""]",f,f
rec,opus,rec_2,10,2,Carnegie Medal,3,1.0,"[""award-winning"", ""prestigious""]",f,f
rec,opus,rec_2,10,2,Smarties Prize,4,1.0,"[""award-winning""]",f,f
rec,opus,rec_2,10,2,Newbery,5,1.0,"[""award-winning"", ""prestigious""]",f,f
rec,opus,rec_2,10,2,Stonewall Book Award,6,1.0,"[""award-winning"", ""LGBTQ-affirming""]",f,f
rec,opus,rec_2,10,2,Asian/Pacific American Award,7,1.0,"[""award-winning"", ""diversity-focused""]",f,f
perception,haiku,perception_3,7,0,Eric Carle,1,0.9,"[""vibrant"", ""engaging""]",f,f
rec,haiku,rec_3,5,2,Ingram,1,0.8,"[""reinforced bindings"", ""better paper quality""]",f,f
rec,haiku,rec_1,8,0,Rod Campbell,1,1.0,"[""interactive"", ""lift-the-flap"", ""bright"", ""engaging"", ""sturdy pages"", ""repetitive learning""]",f,f
rec,haiku,rec_1,8,0,Eric Carle,2,1.0,"[""iconic"", ""colorful"", ""die-cut pages"", ""excellent paper quality"", ""striking"", ""collage art""]",f,f
rec,haiku,rec_1,8,0,Don Freeman,3,1.0,"[""warm"", ""pencil and watercolor illustrations"", ""sweet"", ""simple story"", ""emotional depth""]",f,f
rec,haiku,rec_1,8,0,James Dean,4,1.0,"[""groovy"", ""bold colors"", ""durable""]",f,f
rec,haiku,rec_1,8,0,Bill Martin Jr.,5,1.0,"[""predictable rhythm""]",f,f
rec,haiku,rec_1,8,0,Maurice Sendak,6,1.0,"[""classic"", ""lush"", ""imaginative illustrations"", ""durable""]",f,f
rec,haiku,rec_1,8,0,Sam McBratney,7,1.0,"[""soft"", ""warm illustrations"", ""touching message about love""]",f,f
rec,haiku,rec_1,8,0,Anita Jeram,,1.0,"[""soft"", ""warm illustrations""]",f,f
rec,haiku,rec_3,9,0,Rod Campbell,1,1.0,"[""bright"", ""colorful"", ""lift-the-flap"", ""bold"", ""vibrant"", ""fun rhythm""]",f,f
rec,haiku,rec_3,9,0,Bill Martin Jr.,2,1.0,"[""colorful"", ""predictable"", ""catchy"", ""bold""]",f,f
rec,haiku,rec_3,9,0,Eric Carle,3,1.0,"[""iconic"", ""die-cut"", ""jewel-toned"", ""simple"", ""engaging""]",f,f
rec,haiku,rec_3,9,0,Hervé Tullet,4,1.0,"[""interactive"", ""bright"", ""simple"", ""participatory""]",f,f
rec,haiku,rec_3,9,0,David McKee,5,1.0,"[""patchwork"", ""brilliant"", ""rainbow"", ""visually fascinating""]",f,f
rec,haiku,rec_3,9,0,Marcus Pfister,6,1.0,"[""shimmering"", ""colorful"", ""iridescent"", ""underwater""]",f,f
rec,haiku,rec_3,9,0,Shout Out Loud!,7,1.0,"[""bold"", ""interactive""]",f,f
rec,haiku,rec_3,9,0,Richard Scarry,8,1.0,"[""densely packed"", ""detailed"", ""colorful""]",f,f
rec,haiku,rec_1,5,0,Where the Wild Things Are,1,1.0,"[""adventurous"", ""imaginative"", ""durable""]",f,t
rec,haiku,rec_1,5,0,The Very Hungry Caterpillar,2,1.0,"[""colorful"", ""tactile"", ""nearly indestructible""]",t,f
rec,haiku,rec_1,5,0,Goodnight Moon,3,1.0,"[""perfect for bedtime routines"", ""simple text""]",f,t
rec,haiku,rec_1,5,0,"Brown Bear, Brown Bear, What Do You See?",4,1.0,"[""rhythmic"", ""engaging""]",f,f
rec,haiku,rec_1,5,0,Pat the Bunny,5,1.0,"[""touchable elements"", ""engaging""]",f,f
rec,haiku,rec_1,5,0,The Cat in the Hat,6,1.0,"[""energetic"", ""tough""]",f,f
rec,haiku,rec_1,5,0,Corduroy,7,1.0,"[""sweet"", ""gentle"", ""durable""]",f,f
rec,haiku,rec_1,5,0,Make Way for Ducklings,8,1.0,"[""charming illustrations""]",f,f
rec,sonnet,rec_2,8,0,Tara Books,1,0.95,"[""handmade"", ""screen-printed"", ""collector-worthy"", ""archival-quality"", ""indie publisher"", ""folk art traditions""]",f,f
rec,sonnet,rec_2,8,0,Enchanted Lion Books,2,0.95,"[""indie publisher"", ""design-focused"", ""collector-worthy""]",f,f
rec,sonnet,rec_2,8,0,Viking,3,0.9,"[""lithograph preservation"", ""design excellence"", ""publisher discipline"", ""fine linework quality"", ""color fidelity""]",f,f
rec,sonnet,rec_2,8,0,Candlewick Press,4,0.85,"[""outstanding color work"", ""rich jewel tones"", ""ink consistency"", ""color mood management""]",f,f
rec,sonnet,rec_2,8,0,Clarion,5,0.85,"[""excellent color reproduction"", ""precise cyan/teal palette reproduction""]",f,f
rec,sonnet,rec_2,8,0,Phaidon,6,0.85,"[""thick boards"", ""rounded corners"", ""matte laminate"", ""scratch-resistant"", ""art object design""]",f,f
rec,sonnet,rec_2,8,0,HarperCollins,7,0.8,"[""die-cut engineering"", ""tight hole registration"", ""heavy board stock"", ""superior anniversary editions"", ""rich ink saturation"", ""premium paper weight""]",f,f
rec,sonnet,rec_2,8,0,Simon & Schuster,8,0.8,"[""heavy stock"", ""careful color handling"", ""tropical color retention"", ""palette fidelity""]",f,f
rec,sonnet,rec_2,8,0,Houghton Mifflin,9,0.8,"[""superior printing quality"", ""fine detail preservation"", ""pastel pencil work preservation""]",f,f
rec,sonnet,rec_2,8,0,Farrar Straus,10,0.75,"[""beautiful ink depth"", ""superior hardcover quality""]",f,f
rec,sonnet,rec_2,8,0,Mondadori,11,0.75,"[""superior color fidelity"", ""European printing quality""]",f,f
rec,sonnet,rec_2,8,0,Golden Books,12,0.75,"[""heavier stock"", ""secure tactile binding"", ""improved durability in newer editions""]",f,f
rec,haiku,rec_1,9,0,Rod Campbell,1,0.9,"[""interactive"", ""lift-the-flap"", ""hilarious"", ""repetitive""]",f,f
rec,haiku,rec_1,9,0,Sam McBratney,2,0.9,"[""sweet"", ""rhythmic"", ""lovable""]",f,f
rec,haiku,rec_1,9,0,Eric Carle,3,0.95,"[""iconic"", ""textured""]",f,f
rec,haiku,rec_1,9,0,Margaret Wise Brown,4,0.9,"[""soothing"", ""bedtime-friendly""]",f,f
rec,haiku,rec_1,9,0,Sandra Boynton,5,0.95,"[""sound effects"", ""toddler-friendly"", ""hilarious""]",f,f
rec,haiku,rec_1,9,0,Leo Lionni,6,0.9,"[""simple"", ""beautiful"", ""teaches colors""]",f,f
rec,haiku,rec_1,9,0,Bill Martin Jr.,7,0.9,"[""pattern-based"", ""rhythmic"", ""engaging""]",f,f
rec,haiku,rec_1,9,0,Don Freeman,8,0.9,"[""sweet"", ""great illustrations""]",f,f
rec,haiku,rec_1,9,0,ThriftBooks,,0.75,"[""affordable"", ""accessible"", ""secondhand""]",f,f
rec,sonnet,rec_1,10,0,Turtleback,1,1.0,"[""durable"", ""library bindings"", ""reinforced"", ""widely available""]",f,f
rec,sonnet,rec_1,10,0,Bound to Last,2,1.0,"[""durable"", ""library bindings"", ""reinforced"", ""widely available""]",f,f
rec,sonnet,rec_1,10,0,Amazon,3,0.7,"[""retailer"", ""source for library bindings"", ""accessible""]",f,f
rec,sonnet,rec_1,10,0,ThriftBooks,4,0.7,"[""retailer"", ""source for library bindings"", ""accessible""]",f,f
rec,sonnet,rec_1,10,0,AbeBooks,5,0.7,"[""retailer"", ""source for library bindings"", ""accessible""]",f,f
versus,sonnet,versus_where_the_wild_things_are,6,0,HarperCollins,,0.9,"[""gorgeous"", ""collector's piece"", ""high-quality""]",f,f
rec,sonnet,rec_3,8,1,Chronicle Books,1,0.9,"[""transparent"", ""publicly documented sustainability commitment"", ""FSC certified"", ""recycled content""]",f,f
rec,sonnet,rec_3,8,1,Candlewick Press,2,0.85,"[""consistent environmental commitment"", ""frequently FSC certified""]",f,f
rec,sonnet,rec_3,8,1,Holiday House,3,0.8,"[""formal FSC commitments"", ""well-regarded""]",f,f
rec,sonnet,rec_3,8,1,Neal Porter Books,3,0.8,"[""formal FSC commitments"", ""well-regarded""]",f,f
rec,sonnet,rec_3,8,1,Peachtree,3,0.8,"[""formal FSC commitments"", ""well-regarded""]",f,f
rec,sonnet,rec_3,8,1,Enchanted Lion Books,4,0.75,"[""small independent press"", ""thoughtful production choices""]",f,f
rec,sonnet,rec_3,8,1,Penguin Random House,,-0.2,"[""large publisher"", ""corporate sustainability goals"", ""variable consistency by imprint"", ""variable consistency by title""]",f,f
rec,sonnet,rec_3,8,1,HarperCollins,,-0.2,"[""large publisher"", ""corporate sustainability goals"", ""variable consistency by imprint"", ""variable consistency by title""]",f,f
rec,sonnet,rec_3,8,1,Macmillan,,-0.2,"[""large publisher"", ""corporate sustainability goals"", ""variable consistency by imprint"", ""variable consistency by title""]",f,f
rec,sonnet,rec_3,8,2,Barefoot Books,1,1.0,"[""eco-conscious families"", ""eco-minded"", ""recycled paper"", ""FSC-certified"", ""environmental mission"", ""consistent practices""]",f,f
rec,sonnet,rec_3,8,2,Chronicle Books,2,0.9,"[""explicit sustainability program"", ""FSC certification"", ""art-forward""]",f,f
rec,sonnet,rec_3,8,2,Candlewick Press,3,0.8,"[""FSC-paper commitments""]",f,f
rec,sonnet,rec_3,8,2,Penguin Random House,4,0.7,"[""large publisher"", ""formal sustainability program"", ""FSC paper on many titles""]",f,f
rec,sonnet,rec_3,8,2,Random House,,0.7,"[""eco reprint editions""]",f,f
rec,sonnet,rec_3,8,2,HMH,,0.5,[],f,f
rec,sonnet,rec_3,8,2,Roaring Brook,,0.5,[],f,f
